Product Name:,Brand Name,price,final,save,Descrption,Specification,how to use
"Fresho Muttom Ribs Chops, 500 g  ",Fresho,MRP: Rs 1039, Price:Rs 799,You Save: 23%,"About the Product

Mutton is popular in most of the household. It is treated as a delicacy and is prepared in different joyous occasions. The juicy taste and the chewy texture make it a favourite among many. Moreover, they come with a lot of health benefits. It is packed with protein, saturated fat, iron, zinc and B vitamins. Mutton ribs chop has a heavenly taste when put together with the spices and perfect ingredients. One can show their culinary talent by making diverse dishes with this special cut. Add-on Benefits of Fresho Mutton:• Premium quality• Tender Meat • Processed and packed under strict hygienic condition. Fresho Meats is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene. 
","Other Product Info

            EAN Code: 40197946  FSSAI Number: 11519018000584  Manufactured & Marketed By: BIGBASKET,C9& D10 Bhumi world ind park pimplas village mumbai nashilk highway near to bhiwanddi bypass   bhiwandi dist theane  Country of Origin: India  Best before 2 days from delivery date  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com
        ",NAN
"Fresho White Prawn 40 Count, 1 kg  ",Fresho,MRP: Rs 779, Price:Rs 599,You Save: 23%,"About the Product

            Fresho White Prawn 40 Count 1 kg
        ","Other Product Info

            EAN Code: 40081299  Country Of Origin: India Manufacturer Name and Address: Planet ocean, #23/1, Opp Polce statin, Madivala, Hosur Road, Bangalore -560090  Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071  FSSAI Number: 10019043002767 Best before 2 days from delivery date  ints, Contact our Customer Care Executive at:Phone:1860 123 1000 | Address:Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore-560016, Email:customerservice@bigbasket.comFor Queries/Feedback/Complaints, Contact our Customer Care Executive at:Phone:1860 123 1000 | Address:Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore-560016, Email:customerservice@bigbasket.com
        ",NAN
"Fresho Mutton Steak, 500 g  ",Fresho,NAN, MRP:Rs 688,NAN,"About the Product

Mutton is popular in most of the household. It is treated as a delicacy and is prepared in different joyous occasions. The juicy taste and the chewy texture make it a favourite among many. Moreover, they come with a lot of health benefits. It is packed with protein, saturated fat, iron, zinc and B vitamins. Mutton ribs steak has a heavenly taste when put together with the spices and perfect ingredients. One can show their culinary talent by making diverse dishes with this special cut. Add-on Benefits of Fresho Mutton:• Premium quality• Tender Meat • Processed and packed under strict hygienic condition. Fresho Meats is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.
","Other Product Info

            EAN Code: 40197943  FSSAI Number: 11519018000584  Manufactured & Marketed By: BIGBASKET,C9& D10 Bhumi world ind park pimplas village mumbai nashilk highway near to bhiwanddi bypass   bhiwandi dist theane  Country of Origin: India  Best before 2 days from delivery date  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com
        ",NAN
"Fresho Frozen Prawns - Large, 250 g Pouch ",Fresho,MRP: Rs 250, Price:Rs 220,You Save: 12%,"About the Product

Net WeightNumber Of PcsServing SizeStorage Temp250 g15-202-40-4 deg celPrawns are full of nutrients. They are packed with protein and low in carbohydrate. It helps to build muscle and aids in weight-loss.  The Fresho seawater prawns can be used instantly to cook a variety of delicious dishes without going through the pain of cleaning and deveining them. These are seawater prawn are peeled. Their firm meat is easy to cook whether you are preparing curries, fried snacks, or grilled items. This comes in 15-20 pieces which are perfect for 2-4 people.Fresho is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.
","Nutritional Facts

Nutritional Information**For 100 gEnergy (Kcal)Carbohydrate (g)Protein (g)Fat (g)Calcium (mg)Phosphorus (mg)Iron(mg)Potassium(mg)Sodium(mg)105201.7521552.28183470Disclaimer: The Nutrition information provided has been curated by a certified nutritionist, however, this information is intended for reference purposes only. Bigbasket will not accept liability of any incorrect information **
","Sourcing

Bigbasket sources eggs and meat from identified farms and ports with stringent standard checks. Be it eggs, chicken, mutton, fish and all other seafood, we procure them fresh and process them in our state-of-the-art hygienic facility to assure you the best quality meat delivered at your doorstep. All the products go through various stringent checks and procedures by meat experts to certify their quality. Our butcheries process the meat, artisanally cut and proportion them ready to be packed. One of the most important things we do keep them fresh is storing them at the right temperature. Our transport vehicles are temperature-controlled to make sure the meat remains fresh and succulent. We pack the meat hygienically and store them in temperature-controlled rooms. Our delivery executives collect the meat and carry them in insulated trays covered with gel pads to keep the freshness intact until it reaches our customer's doorstep.
"
"bb Combo Dabur Hommade - Coconut Milk 200ml + ITC Master Chef Prawns - Super Large 200gm, Combo 2 Items ",bb Combo,MRP: Rs 350, Price:Rs 342,You Save: 8,"About the Product

            Dabur Hommade goes beyond its popular range of cooking pastes to elevate the tastes of Indian homemade recipes with Coconut Milk. Made from the first pressed extract of top-grade coconuts, this culinary delight carries a rich taste and thick texture that makes your dishes much fuller and creamier.   Soft & Juicy, Super Safe Prawns-Adherence to European, America, Japan & Indian Standards. 243 tests conducted for ITC Master Chef Prawns v/s 16 tests required for FSSAI.
        ","Other Product Info

            EAN Code: 1205130  Country of origin: India  Manufacturer Name & Shelf Life details : Please refer to the individual product information given above  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com
        ",NAN
"Fresho Chicken Wings, 250 g  ",Fresho,MRP: Rs 103, Price:Rs 79,You Save: 23%,"About the Product

Fresho Chicken Wings have the weight of 50-100 gm/pc. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene. Additionally, every product is packed using food grade plastic which provides a nourishing and wholesome environment. Chef special marination which is very authentic and has a fragrance which will delight your pallet, its a mixture of exotic flavour & Indian spices.
","Other Product Info

            EAN Code: 40192506  Country Of Origin: India FSSAI Number: 10019043002767  Sourced & Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071  Best before 2 days from delivery date  ints, Contact our Customer Care Executive at:Phone:1860 123 1000 | Address:Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore-560016, Email:customerservice@bigbasket.comFor Queries/Feedback/Complaints, Contact our Customer Care Executive at:Phone:1860 123 1000 | Address:Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore-560016, Email:customerservice@bigbasket.com
        ",NAN
"Ayur Plus Eggs, 6 pcs  ",Ayur Plus,NAN, MRP:Rs 75,NAN,"About the Product


Ayur Egg+ hens are fed with highly nutritious ayurvedic (herbal) feed such as turmeric, flaxseed, garlic etc. From the first day of life.
Due to which apart from an increase in hens immunity, Vitamins & Minerals such as Vitamin D, Selenium, Carotenoids, Omega 3, DHA in Ayur Egg+ are enriched.
These vitamins and minerals found in Ayur Egg+ are more beneficial to humans.

","Nutritional Facts

Per 100 gm (Approximate):

Calories- 155 Kcal
Total Fat - 9.71 
Cholesterol - 0.37 g
Carbohydrate- 0.87 g
Omega- 3 : 387 
Sugar - 0 
Protein - 13.87
Calcium- (mg) - 320
Iron -9.71 mg
DHA - 159

","Other Product Info

            EAN Code: 40106728  Country of origin: India  Manufactured & Marketed by: Sree Lakshmi Nutri Eggs, 8-304, ravulapalem, East Godavari, Andhra Pradesh, 533238  Best before 19-09-2021  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com
        "
"Farm Made Free Range Eggs, 24 pcs  ",Farm Made,NAN, MRP:Rs 490,NAN,"About the Product

            Our Infertile Free Range Eggs are produced using traditional farming methods, ensuring highest animal protection standards. Our hens are pasture raised and humanely treated. These eggs do not contain antibiotics, growth promoters, hormones or any such substances. Our Hens Enjoy! They are free to roam outdoors and we get a lot of greens to feed on. We provide enough space place for them to rest. These are non-fertile eggs.These are one of nature's most wholesome and cost-effective foods.
        ","Nutritional Facts

            Per 100 g, Total omega 3 Fatty acid - 314 mg, Protein- 11.75 g, Total Fat - 8.89 g, Energy - 80.01 Kcal, Carbohydrates- 3.99 g, Phosphorous - 182. 25 mg, Sugars - 0.0 g, Calcium- 43.5 mg, Iron- 2.19 mg.
        ","Benefits

            These eggs are rich in Omega 3, protein and vitamins.A rich source of protein, various vitamins and amino acids, it is one of the rare food items that contain diverse nutrients. Recent studies show that eggs can prevent strokes, heart diseases and also breast cancer. They promote healthy hair and nails now that is an incentive for every woman out there!You can have them for breakfast, lunch, dinner and even as in-between snacks. Doctors recommend having at least one egg every day.
        "
"Fresho Country Cage Free Eggs - Medium, Antibiotic Residue-Free, 6 pcs TRAY ",Fresho,MRP: Rs 110, Price:Rs 99,You Save: 11,"About the Product




Number of Pcs
Size


6 pcs
Medium



 
These desi brown eggs are laid by cage-free hens. These are sorted, graded and sanitised shells. These are very high in calcium and protein. These are hormone and anti-biotic free. These all-natural eggs are with a rich source of calcium and omega 3. The colour of the yolk is sunset orange. 
The Add-on Benefits of Fresho Egg: 

Antibiotic free 
Free from growth hormones 
Carefully selected 
Rich in omega 3 

Fresho is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.
","Nutritional Facts

Nutritional Information**For 1 pcCalories (Kcal)Protein (g)Fat (g)Choles (mg)Sodium (mg)666.64.4187NADisclaimer: The Nutrition information provided has been curated by a certified nutritionist, however, this information is intended for reference purposes only. Bigbasket will not accept liability of any incorrect information **
","Sourcing


Bigbasket sources eggs and meat from identified farms and ports with stringent standard checks.
Be it eggs, chicken, mutton, fish and all other seafood, we procure them fresh and process them in our state-of-the-art hygienic facility to assure you the best quality meat delivered at your doorstep.
All the products go through various stringent checks and procedures by meat experts to certify their quality.
Our butcheries process the meat, artisanally cut and proportion them ready to be packed.
One of the most important things we do keep them fresh is storing them at the right temperature.
Our transport vehicles are temperature-controlled to make sure the meat remains fresh and succulent.
We pack the meat hygienically and store them in temperature-controlled rooms.
Our delivery executives collect the meat and carry them in insulated trays covered with gel pads to keep the freshness intact until it reaches our customer's doorstep.

 

"
"Fresho Chicken - With Skin Curry Cut, Antibiotic Residue-Free, 1 kg  ",Fresho,MRP: Rs 350, Price:Rs 269,You Save: 23%,"About the Product




Net Weight
Number Of Pcs
Serving Size
Storage Temp


1 kg
22-26
4-6 people
0-4 deg cel



 
Chicken is a lean meat with various health benefits. Packed with nutritional values, chicken is supremely advantageous for your body. Filled with vitamin, mineral and protein, chicken promotes brain development, strengthens your bones, aids in weight loss, builds muscle and helps in a healthy heart. 
Chicken curry is one of the favourite non-veg dishes in most Indian households. Fresho Chicken curry cut is carved into perfect pieces to give you the ideal portion for your curries. This scrumptious with skin chicken pieces come in 22-26 in numbers which are perfect for 4-6 people. 
The Add-on Benefits of Fresho Chicken: 

Free from antibiotic residue 
No growth hormone 
Fresho Meats is our in-house brand of fresh meat, poultry, and seafood.
We take utmost care in selecting the best suppliers to provide you with high quality and succulent products.
Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.

","Nutritional Facts

Nutritional Information**For 100 gEnergy (Kcal)Protein (g)Fat (g)12421.574.08Disclaimer: The Nutrition information provided has been curated by a certified nutritionist, however, this information is intended for reference purposes only. Bigbasket will not accept liability of any incorrect information **
","Sourcing


Bigbasket sources eggs and meat from identified farms and ports with stringent standard checks.
Be it eggs, chicken, mutton, fish and all other seafood, we procure them fresh and process them in our state-of-the-art hygienic facility to assure you the best quality meat delivered at your doorstep.
All the products go through various stringent checks and procedures by meat experts to certify their quality.
Our butcheries process the meat, artisanally cut and proportion them ready to be packed. One of the most important things we do keep them fresh is storing them at the right temperature.
Our transport vehicles are temperature-controlled to make sure the meat remains fresh and succulent. We pack the meat hygienically and store them in temperature-controlled rooms.
Our delivery executives collect the meat and carry them in insulated trays covered with gel pads to keep the freshness intact until it reaches our customer's doorstep.

 

"
"UPF Healthy Daily Eggs, 6 pcs  ",UPF,MRP: Rs 70, Price:Rs 63,You Save: 10%,"About the Product

            UPF Daily Eggs are fresh and clean eggs produced from the vegetarian feed. These are infertile. Eggs that make your daily life healthier.These are one of nature's most wholesome and cost-effective foods. A rich source of protein, various vitamins and amino acids, it is one of the rare food items that contain diverse nutrients. Recent studies show that eggs can prevent strokes, heart diseases and also breast cancer. They promote healthy hair and nails now that is an incentive for every woman out there.You can have them for breakfast, lunch, dinner and even as in-between snacks. Doctors recommend having at least one egg every day.
","Nutritional Facts

            Per 100 gm (Approximate):                                                           
Protein- 12  g, Fat - 8.39 g, Total Carbohydrates - 5.60 g, Energy - 145.80 Kcal , Cholesterol -230/42 mg,   Calcium- 69.70 mg,  Iron- 1.60  mg,Vitamin A - 673.65.
        ","How to Use

            Best before 20 days  from the date of packing.You can bake enjoyable cakes, cookies, scones etc. with eggs; try your hand over at family pasta as well. It is twisted boiled, sunny-side up, deviled or evened. The Indian method curry eggs can be finished in so many unique tasty ways. An egg can give you a health kick in no time at all! It is the ideal ingredient to add to your childs breakfast for growth and development. Eggs can be consumed in various ways like omelettes, boiled eggs, egg bhurji and in any of the dozen egg recipe.
        "
"Fresho Chicken - Lollipop, Antibiotic Residue-Free, 250 g  ",Fresho,MRP: Rs 129, Price:Rs 99,You Save: 23%,"About the Product

Net WeightNumber Of PcsServing SizeStorage Temp250 g4-62-3 people0-4 deg celChicken is a lean meat with various health benefits. Packed with nutritional values, chicken is supremely advantageous for your body. Filled with vitamin, mineral and protein, chicken promotes brain development, strengthens your bones, aids in weight loss, builds muscle and helps in a healthy heart.The perfect starter for any of the meal course! These juicy, tender lollipops cannot go wrong. Made from the wings of the chicken, these delicious appetizers are great for your small hunger pangs. It comes in 4-6 pieces which are perfect for 2-3 people. The Add-on Benefits of Fresho Chicken: • Free from antibiotic residue • No growth hormone Fresho Meats is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.
","Nutritional Facts

Nutritional Information**For 100 gEnergy (Kcal)Protein (g)Fat (g)1177.75.5Disclaimer: The Nutrition information provided has been curated by a certified nutritionist, however, this information is intended for reference purposes only. Bigbasket will not accept liability of any incorrect information **
","Sourcing

Bigbasket sources eggs and meat from identified farms and ports with stringent standard checks. Be it eggs, chicken, mutton, fish and all other seafood, we procure them fresh and process them in our state-of-the-art hygienic facility to assure you the best quality meat delivered at your doorstep. All the products go through various stringent checks and procedures by meat experts to certify their quality. Our butcheries process the meat, artisanally cut and proportion them ready to be packed. One of the most important things we do keep them fresh is storing them at the right temperature. Our transport vehicles are temperature-controlled to make sure the meat remains fresh and succulent. We pack the meat hygienically and store them in temperature-controlled rooms. Our delivery executives collect the meat and carry them in insulated trays covered with gel pads to keep the freshness intact until it reaches our customer's doorstep.
"
"Fresho Chicken - Gizzard, Antibiotic Residue-Free, 20-25 pcs, 500 g  ",Fresho,MRP: Rs 149, Price:Rs 78,You Save: 48%,"About the Product

Net WeightNumber Of PcsServing SizeStorage Temp500 g20-254-6 people0-4 deg celChicken is a lean meat with various health benefits. Packed with nutritional values, chicken is supremely advantageous for your body. Filled with vitamin, mineral and protein, chicken promotes brain development, strengthens your bones, aids in weight loss, builds muscle and helps in a healthy heart. Chicken Gizzards are considered a delicacy in many cultures. Not only for its taste but also its high nutritional content. Gizzards consist of a healthy dose of minerals and vitamins. This comes in 20-25 pieces which perfect for 4-6 people. The Add-on Benefits of Fresho Chicken: •Free from antibiotic residue •No growth hormone Fresho Meats is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.
","Nutritional Facts

Nutritional Information**For 100 gEnergy (Kcal)Protein (g)Fat (g)9218.222.07Disclaimer: The Nutrition information provided has been curated by a certified nutritionist, however, this information is intended for reference purposes only. Bigbasket will not accept liability of any incorrect information **
","Sourcing

Bigbasket sources eggs and meat from identified farms and ports with stringent standard checks. Be it eggs, chicken, mutton, fish and all other seafood, we procure them fresh and process them in our state-of-the-art hygienic facility to assure you the best quality meat delivered at your doorstep. All the products go through various stringent checks and procedures by meat experts to certify their quality. Our butcheries process the meat, artisanally cut and proportion them ready to be packed. One of the most important things we do keep them fresh is storing them at the right temperature. Our transport vehicles are temperature-controlled to make sure the meat remains fresh and succulent. We pack the meat hygienically and store them in temperature-controlled rooms. Our delivery executives collect the meat and carry them in insulated trays covered with gel pads to keep the freshness intact until it reaches our customer's doorstep.
"
"Fresho Chicken Mixed Boneless, 250 g  ",Fresho,MRP: Rs 168, Price:Rs 129,You Save: 23%,"About the Product

            Fresho Meats is our in house brand of fresh meat, poultry and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene. Additionally, every product is packed using food grade plastic which provides a nourishing and wholesome environment.
        ","Other Product Info

            EAN Code: 10000925  Country Of Origin: India Sourced & marketed by Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071  FSSAI Number: 10019043002767  Best before 2 days from the delivery date  ints, Contact our Customer Care Executive at Phone:1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore-560016, Email:customerservice@bigbasket.comFor Queries/Feedback/Complaints, Contact our Customer Care Executive at:Phone:1860 123 1000 | Address:Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore-560016, Email:customerservice@bigbasket.com
        ",NAN
"Fresho Chicken - Biryani Cut, 1 kg  ",Fresho,MRP: Rs 389, Price:Rs 299,You Save: 23%,"About the Product

            Fresho Chicken - Biriyani Cut 1 kg
        ","Other Product Info

            EAN Code: 40081296  Country Of Origin: India Manufactured & Marketed by: BIG BASKET SUPERMARKET GROCERY SUPPLIES PVT.LTD.NO-7, SERVICE ROAD, DOMLUR, 100FEET ROAD, INDIRANAGAR, BANGALORE, 560071  Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071  FSSAI Number: 10019043002767 Best before 2 days from delivery date  ints, Contact our Customer Care Executive at:Phone:1860 123 1000 | Address:Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore-560016, Email:customerservice@bigbasket.comFor Queries/Feedback/Complaints, Contact our Customer Care Executive at:Phone:1860 123 1000 | Address:Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore-560016, Email:customerservice@bigbasket.com
        ",NAN
"Fresho Chicken - Liver With Heart, 1 kg  ",Fresho,MRP: Rs 199, Price:Rs 99,You Save: 50%,"About the Product

            Chicken is used to make soups, vindaloos, kebabs, biryani and curries. It is used in salads, sandwiches, burgers and the likes. Chicken is packed with food grade plastic which provides nourish and natural environment. It also contains niacin, phosphorous and selenium. It is low in cholesterol and fat and is carb-free
        ","How to Use

            Chicken is used to make soups, kebabs, vindaloos, biryani and curries. It is used in salads, burgers, sandwiches and the like
        ","Other Product Info

            EAN Code: 40085989  Country Of Origin: India  Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071  FSSAI Number: 10019043002767 Best before 2 days from delivery date  For Queries/Feedback/Complaints, Contact our Customer Care Executive at:Phone:1860 123 1000 | Address:Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore-560016, Email:customerservice@bigbasket.com
        "
"ITC Master Chef Prawns - Medium, Peeled & Deveined, 200 g  ",ITC Master Chef,NAN, MRP:Rs 200,NAN,"About the Product

            ITC Master Chef Frozen Medium Prawns brings the world’s favourite seafood to your homes, at your convenience. Hygienically processed and thoroughly cleaned, these freshly frozen prawns are ready to be highlight of your day! Individually Quick Frozen within 15 hours of catch to maintain their freshness, ITC Master Chef Frozen Medium Prawns deliver an unmatched quality to our consumers. Bid farewell to the cleaning, deveining and all other wastage because ITC Master Chef Frozen Medium Prawns give you juicy, consistent sized medium prawns.
        ","Ingredients

            80% Prawns & 20% Water (To avoid Dehydration). Content: Medium Prawns-Peeled & deveined Tail Off, Contains 35-45 pcs.
        ","Features

            Main Ingredients: ITC Master Chef Frozen Medium Prawns undergo up to 243 individual tests that certify their safety, authenticity and quality. Each individual piece of ITC frozen medium prawns is safely processed, de-shelled and deveined, making them free from any impurities. They do not contain any added preservatives, colouring or flavours.
Suitable For: ITC Master Chef Frozen Medium Prawns are highly suitable for consumers who greatly value robust quality, convenience and the love for fresh, juicy prawns. This coveted seafood is delivered to our consumers without the hassle of cleaning them. With ITC Master Chef Frozen Medium Prawns, you can not only save time but also a trip to the market each time you wish to cook a scrumptious dish with prawns. Open the freezer and grab a pack of frozen prawns with consistency not only in terms of quality, but also in size.
        "
"Fresho Roopchand Fish - Slice, Preservative Free, 10-14 pcs, 500 g (Gross Fish Weight 700-800 g, Net Weight After Cleaning 500 g) ",Fresho,MRP: Rs 241, Price:Rs 185,You Save: 23%,"About the Product

Net WeightNumber Of PcsServing SizeStorage Temp500 g10-144-5 people0-4 deg celThis single bone freshwater fish and have no strong odour. They are mainly fried or steamed. These fish are packed with protein and omega acid. This helps you to build a healthy body. This steak sliced roopchand fish comes without the head. It is cleaned and gutted. This comes in 10-14 pcs which are perfect for 4-5 people. It is preservative-free. Fresho is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.
","Nutritional Facts

Nutritional Information**For 100 gEnergy (Kcal)Protein (g)Fat (g)110174Disclaimer: The Nutrition information provided has been curated by a certified nutritionist, however, this information is intended for reference purposes only. Bigbasket will not accept liability of any incorrect information **Nutritional Facts
","Other Product Info

            EAN Code: 40005333  Country Of Origin: India  Sourced & marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071FSSAI Number: 10019043002767Best before 2 days from delivery dateFor Queries/Feedback/Complaints, Contact our Customer Care Executive at:Phone:1860 123 1000 | Address:Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore-560016, Email:customerservice@bigbasket.com
        "
